x,y,label,pred,split
-9.8592,9.778,Monocyte,NK,test
28.2397,-3.1911,NK,NK,train
15.5026,1.15,T-cell,T-cell,train
20.067,-8.2842,NK,NK,test
9.8383,-10.2938,Platelet,Platelet,train
2.6044,-16.908,Erythrocyte,Erythrocyte,train
12.1374,0.138,T-cell,T-cell,test
-8.4991,-10.4534,Dendritic,Dendritic,train
-10.2738,8.7216,Monocyte,Monocyte,test
-12.9685,4.9118,Neutrophil,Neutrophil,train
13.4542,-0.9467,T-cell,T-cell,train
18.1415,-2.6845,NK,NK,test
10.1984,-5.073,T-cell,T-cell,test
10.4583,-11.6541,Platelet,Platelet,test
-16.1409,0.5484,Neutrophil,Neutrophil,train
-18.6823,-7.3543,Neutrophil,Neutrophil,train
17.2461,-1.7855,NK,NK,train
-8.8224,9.3303,Monocyte,Monocyte,train
-8.0981,-9.4629,Dendritic,Dendritic,train
-12.7086,4.968,Monocyte,Monocyte,test
13.3227,2.8369,T-cell,T-cell,test
-17.0015,-6.2358,Neutrophil,Neutrophil,train
-13.1258,1.912,Neutrophil,Neutrophil,train
1.3805,-15.404,Erythrocyte,Erythrocyte,train
-1.8722,-9.1554,Erythrocyte,Erythrocyte,test
16.9139,3.4695,B-cell,T-cell,train
1.9487,-16.3326,Erythrocyte,Dendritic,test
-6.8835,-9.1186,Dendritic,Dendritic,train
21.9818,3.205,B-cell,B-cell,train
-1.2461,-15.5122,Erythrocyte,Erythrocyte,train
-11.4369,7.3406,Monocyte,Monocyte,train
18.1465,-5.9784,NK,NK,test
14.9775,-1.5497,B-cell,B-cell,test
17.8543,4.1453,T-cell,T-cell,train
-10.636,13.2956,Monocyte,Monocyte,train
4.2243,-19.711,Erythrocyte,Erythrocyte,test
-12.7613,-10.9109,Dendritic,Dendritic,train
19.2868,-4.2752,Platelet,Platelet,train
-10.3761,8.4929,Monocyte,Monocyte,train
-6.9703,16.9245,Monocyte,Monocyte,train
16.0481,2.2246,B-cell,B-cell,test
14.125,0.055,T-cell,T-cell,train
14.8567,-9.7333,NK,NK,test
14.1601,-2.958,T-cell,B-cell,test
12.4791,-2.444,T-cell,T-cell,test
15.8181,-4.0446,NK,NK,test
9.5254,-10.6366,Platelet,Platelet,train
14.4471,-2.439,T-cell,T-cell,train
15.9857,-0.2454,NK,NK,train
-15.0446,2.5814,Neutrophil,Neutrophil,train
-9.3287,8.8962,Monocyte,Monocyte,train
-10.5211,8.0944,Monocyte,Monocyte,train
-8.6753,-9.3053,Dendritic,Dendritic,train
10.0155,-3.8987,T-cell,T-cell,train
20.6628,4.3147,B-cell,B-cell,test
14.6508,-4.7804,T-cell,T-cell,test
-10.1734,7.3614,Monocyte,Monocyte,train
-6.2859,7.4561,Monocyte,Monocyte,test
-15.0696,3.1389,Neutrophil,Neutrophil,train
-12.1441,-7.7958,Dendritic,Dendritic,train
11.812,-1.0895,T-cell,T-cell,train
7.7695,-12.2454,Platelet,Platelet,train
-14.5675,2.1117,Neutrophil,Neutrophil,train
-13.0016,-12.5044,Dendritic,Dendritic,train
-7.9367,11.0613,Monocyte,Monocyte,train
19.9954,5.8521,B-cell,B-cell,test
11.8076,-7.0613,T-cell,B-cell,train
14.5574,1.8392,B-cell,B-cell,train
14.2705,0.2632,B-cell,B-cell,test
-9.9474,-7.7797,Dendritic,Dendritic,train
-3.4164,-12.0273,Erythrocyte,Erythrocyte,train
20.3438,-0.633,B-cell,B-cell,train
13.7715,-0.1031,T-cell,T-cell,train
-10.5598,13.6504,Monocyte,Monocyte,train
13.0593,0.0898,T-cell,T-cell,train
-11.0189,-8.8292,Dendritic,Dendritic,train
-10.371,2.904,Neutrophil,Neutrophil,train
-10.5364,8.2492,Neutrophil,Neutrophil,test
8.6818,2.743,T-cell,B-cell,test
-12.042,11.1076,Monocyte,Monocyte,train
24.4056,6.0929,B-cell,B-cell,train
19.7303,-2.4395,NK,NK,test
-11.6089,4.5481,Neutrophil,Neutrophil,train
3.8464,-15.0052,Erythrocyte,T-cell,train
-7.9678,9.8362,Monocyte,Monocyte,test
-13.2652,2.5806,Neutrophil,Neutrophil,train
24.0094,2.9769,B-cell,B-cell,test
14.4175,-6.015,NK,NK,train
18.8367,-0.4235,B-cell,B-cell,test
2.2764,-17.7944,Erythrocyte,Erythrocyte,test
15.8416,2.0934,T-cell,T-cell,train
3.6318,-14.5937,Platelet,Platelet,train
12.0473,-4.087,B-cell,B-cell,train
-14.2473,-8.2047,Neutrophil,Neutrophil,train
21.8855,-0.8883,B-cell,B-cell,train
-11.4468,3.9574,Neutrophil,Neutrophil,test
11.9338,0.689,T-cell,T-cell,test
-0.7037,-14.168,Erythrocyte,Erythrocyte,train
5.7426,-3.9903,B-cell,B-cell,test
15.4559,-3.8807,NK,NK,train
18.5849,3.6557,B-cell,B-cell,test
18.2949,-0.4855,B-cell,T-cell,train
22.2815,7.7181,B-cell,B-cell,train
20.6008,1.0274,B-cell,B-cell,train
25.1234,3.6445,B-cell,B-cell,train
-12.1596,1.1007,Neutrophil,Neutrophil,train
11.1912,-11.5782,Platelet,Platelet,train
12.6354,-8.1632,Platelet,Platelet,train
15.4722,1.1544,B-cell,NK,train
8.1755,-4.9562,NK,NK,test
13.3912,-7.5547,Platelet,Platelet,train
-1.2808,-16.1032,Erythrocyte,Erythrocyte,train
14.8766,1.147,T-cell,T-cell,train
9.9488,-9.9652,Platelet,Platelet,train
-11.3767,-7.3834,Dendritic,Dendritic,train
-10.8482,5.812,Monocyte,NK,train
12.1565,-3.4874,T-cell,T-cell,train
10.1658,-9.9348,Platelet,Platelet,test
22.3367,4.6593,B-cell,B-cell,train
14.8579,1.3358,T-cell,T-cell,train
14.4009,8.6797,T-cell,T-cell,train
12.9445,-11.6047,Platelet,Platelet,train
11.2247,-5.5719,T-cell,B-cell,train
16.0643,-8.8776,NK,NK,test
15.7675,1.1212,T-cell,T-cell,train
19.0673,7.3801,T-cell,B-cell,train
15.4628,4.9007,T-cell,T-cell,train
11.8532,-5.8133,T-cell,T-cell,train
-16.9767,0.9754,Neutrophil,Neutrophil,test
-13.8547,-1.7143,Neutrophil,Neutrophil,train
-14.06,1.7064,Neutrophil,Neutrophil,train
-12.1333,8.9774,Monocyte,Monocyte,test
-12.0803,4.9366,Monocyte,Monocyte,test
13.8976,-1.4207,T-cell,T-cell,train
-0.3878,-15.5782,Erythrocyte,Erythrocyte,train
-10.5816,4.4916,Monocyte,Monocyte,train
10.7872,1.8178,T-cell,T-cell,train
22.4408,-0.3654,NK,NK,train
-12.335,10.3864,Monocyte,Erythrocyte,train
17.3254,2.641,B-cell,B-cell,test
-12.8043,-12.692,Dendritic,Dendritic,test
17.4284,-6.2081,Platelet,Platelet,train
18.1081,3.4131,B-cell,B-cell,train
-14.0706,9.9056,Monocyte,Monocyte,train
-0.9883,-10.1689,Erythrocyte,Erythrocyte,test
16.7793,-4.1217,NK,NK,test
7.4659,-1.0759,T-cell,T-cell,train
3.2181,-13.8512,Platelet,Platelet,train
20.0048,7.226,B-cell,B-cell,train
9.7291,-8.8048,T-cell,NK,train
14.6063,0.5578,T-cell,T-cell,test
10.5009,-8.5817,T-cell,T-cell,train
1.1364,-14.5018,Erythrocyte,Erythrocyte,train
18.4586,5.5728,B-cell,B-cell,train
-9.5211,5.4351,Monocyte,Monocyte,train
-14.9396,-14.7139,Dendritic,Dendritic,test
15.2366,7.2136,T-cell,NK,train
-4.6072,-6.0476,Dendritic,Dendritic,train
24.7579,4.216,B-cell,B-cell,train
10.2859,-9.2125,Platelet,Platelet,train
7.7865,-10.4393,Platelet,Platelet,train
18.4238,4.5258,B-cell,T-cell,train
-15.6214,-2.172,Neutrophil,Neutrophil,test
12.2715,-4.5389,NK,B-cell,train
3.7444,-17.8418,Erythrocyte,Erythrocyte,train
14.1289,-0.2303,T-cell,T-cell,test
-5.1359,13.2979,Monocyte,Monocyte,train
-11.1782,7.7232,Monocyte,Monocyte,test
-13.523,10.8179,Monocyte,Monocyte,train
8.1855,-2.8156,B-cell,B-cell,train
-0.4992,-15.6985,Erythrocyte,Erythrocyte,test
12.999,-0.5268,T-cell,T-cell,test
19.4051,6.2518,T-cell,T-cell,test
-11.806,4.321,Monocyte,Monocyte,test
-5.0351,19.34,Monocyte,Monocyte,train
-10.6781,11.3108,Monocyte,Monocyte,train
-12.8698,6.8151,Monocyte,Monocyte,test
-1.2399,-14.2156,Erythrocyte,Erythrocyte,train
13.0258,-8.1698,NK,NK,test
-16.4494,-1.6412,Neutrophil,Erythrocyte,train
20.4381,4.2404,B-cell,B-cell,train
24.1588,-3.5096,NK,NK,train
-7.167,12.9417,Monocyte,Monocyte,train
12.8848,-3.6597,B-cell,B-cell,test
-13.9965,-13.5764,Dendritic,Dendritic,train
-11.998,-0.5886,Neutrophil,Neutrophil,train
-14.9563,-1.7937,Neutrophil,Neutrophil,test
13.5759,3.3701,B-cell,NK,train
18.3113,4.2798,B-cell,B-cell,train
16.5303,-3.8704,NK,NK,test
-10.1065,3.2967,Neutrophil,Neutrophil,test
18.1836,3.2062,T-cell,T-cell,train
20.8001,8.3311,B-cell,B-cell,train
-11.3994,-11.7703,Dendritic,Dendritic,train
-12.323,7.7271,Monocyte,Monocyte,train
18.2537,5.5905,B-cell,T-cell,train
-12.7362,4.3329,Neutrophil,Neutrophil,train
21.8004,6.3049,B-cell,B-cell,train
-9.3166,11.4735,Monocyte,Monocyte,test
-11.6505,11.0061,Monocyte,Monocyte,train
-10.6921,11.1885,Monocyte,Monocyte,train
-13.9521,4.0935,Neutrophil,Neutrophil,train
12.6001,2.1353,B-cell,B-cell,test
13.4055,-4.9512,B-cell,B-cell,test
-16.187,-3.242,Neutrophil,Neutrophil,train
-13.7535,5.9371,Monocyte,Monocyte,train
6.8569,-5.0847,T-cell,T-cell,train
11.4609,-6.0642,T-cell,T-cell,train
13.4221,-3.1088,NK,T-cell,train
14.6948,-1.0267,T-cell,T-cell,train
22.4601,0.3208,B-cell,B-cell,train
-10.0863,9.221,Monocyte,Monocyte,train
-9.4248,12.3966,Monocyte,Monocyte,train
17.5167,1.2615,T-cell,T-cell,train
-4.1542,-7.9165,Erythrocyte,Erythrocyte,test
19.5523,11.0301,T-cell,T-cell,test
12.6763,-11.2749,Platelet,Platelet,test
14.0354,4.5689,T-cell,T-cell,test
-13.3131,-4.8427,Neutrophil,Neutrophil,train
-7.2694,-12.6659,Dendritic,Dendritic,train
-2.3578,-12.778,Erythrocyte,Erythrocyte,train
14.554,-3.0029,T-cell,T-cell,train
-13.5451,9.2578,Monocyte,Monocyte,test
-11.0605,-1.0951,Neutrophil,Neutrophil,test
-9.6237,10.7718,Monocyte,Monocyte,train
0.097,-14.1631,Erythrocyte,Erythrocyte,test
10.518,-0.4271,T-cell,B-cell,test
-12.0683,8.5769,Monocyte,Monocyte,train
12.6749,-0.9748,T-cell,T-cell,train
-16.5779,0.2828,Neutrophil,Neutrophil,train
14.6302,-9.2731,Platelet,Platelet,train
-10.3952,9.4133,Monocyte,Monocyte,test
14.2007,2.2314,B-cell,T-cell,train
11.9269,-3.5982,NK,NK,test
15.1836,-6.9964,NK,NK,train
0.869,-11.7608,Erythrocyte,Erythrocyte,train
22.3113,14.7173,T-cell,T-cell,train
-0.012,-17.469,Erythrocyte,Erythrocyte,train
15.1117,-5.5699,T-cell,NK,train
-13.3886,-10.6621,Dendritic,Dendritic,test
20.9604,-2.6037,NK,NK,test
-12.201,3.7254,Monocyte,Monocyte,test
7.6005,-13.1909,Platelet,Platelet,test
16.5301,3.2427,B-cell,B-cell,train
20.4349,0.6227,B-cell,B-cell,train
14.2624,0.8919,T-cell,T-cell,train
18.1485,5.1412,B-cell,B-cell,train
11.191,7.718,T-cell,T-cell,test
19.3235,-1.9279,B-cell,B-cell,test
21.7272,-3.2177,NK,NK,train
9.6905,-7.7183,B-cell,B-cell,train
-0.7863,-14.2132,Erythrocyte,Erythrocyte,train
-11.2947,-10.186,Dendritic,Dendritic,train
9.6489,-10.8035,NK,NK,train
-1.8387,-11.7263,Erythrocyte,Erythrocyte,train
-10.2723,-10.7672,Dendritic,Dendritic,test
19.6449,-1.2757,T-cell,T-cell,train
14.6007,-8.8517,Platelet,Platelet,train
12.3246,-5.6717,NK,B-cell,train
1.4616,-16.0329,Erythrocyte,Erythrocyte,test
21.2753,-7.5522,NK,NK,train
-0.3887,-11.0034,Erythrocyte,Erythrocyte,test
-4.1103,-13.6357,Erythrocyte,Erythrocyte,test
-8.2885,-11.9718,Dendritic,Dendritic,train
7.6981,-12.4261,Platelet,Platelet,train
-12.3115,-4.3428,Neutrophil,Neutrophil,train
-1.5696,-9.0826,Erythrocyte,Erythrocyte,train
16.0506,-2.2626,B-cell,B-cell,train
18.5989,5.5206,B-cell,B-cell,test
16.1016,-1.2445,NK,NK,train
16.8092,-1.4596,B-cell,B-cell,test
-5.8478,-11.4337,Dendritic,Dendritic,train
21.9934,5.0519,B-cell,B-cell,train
13.3041,4.4014,T-cell,T-cell,test
22.0033,9.7606,B-cell,B-cell,test
-6.4866,16.2962,Monocyte,Monocyte,train
-0.2801,-16.1553,Erythrocyte,Erythrocyte,train
24.6723,-6.2244,NK,NK,train
-10.5204,-9.8727,Dendritic,Dendritic,train
-8.7751,-10.0793,Dendritic,Dendritic,test
19.0134,1.4661,T-cell,T-cell,test
8.4926,-11.7722,Platelet,Platelet,train
-9.8377,11.5965,Monocyte,Monocyte,test
3.1489,-18.4993,Erythrocyte,Erythrocyte,train
-0.3748,-15.5212,Erythrocyte,Erythrocyte,test
10.89,-0.3294,T-cell,T-cell,train
-12.8785,1.3968,Neutrophil,Neutrophil,test
-13.341,0.4631,Neutrophil,Neutrophil,test
-8.2379,-8.0094,Dendritic,Dendritic,test
15.4908,1.4539,T-cell,T-cell,train
15.6319,-3.3324,T-cell,T-cell,train
-18.8462,2.7054,Neutrophil,Neutrophil,test
18.0143,5.373,B-cell,B-cell,train
14.7438,2.4459,T-cell,T-cell,test
2.5929,-15.3939,Erythrocyte,Neutrophil,train
-14.6,0.2961,Neutrophil,Neutrophil,train
13.4773,0.0208,B-cell,B-cell,train
13.2626,-3.3525,NK,NK,train
14.5687,-8.4107,NK,NK,train
18.912,-0.03,B-cell,B-cell,train
10.9506,-0.0249,T-cell,T-cell,train
9.0074,-9.8716,NK,NK,train
18.7158,3.9227,B-cell,B-cell,train
17.7558,0.4245,T-cell,T-cell,test
-17.1711,-5.4262,Neutrophil,Neutrophil,train
-0.4318,-6.8344,Erythrocyte,Erythrocyte,train
12.8375,-7.1385,NK,NK,train
24.753,6.7477,B-cell,B-cell,test
-9.2799,1.0599,Neutrophil,Neutrophil,train
21.5427,-0.5396,B-cell,B-cell,train
-12.7942,-3.5539,Neutrophil,Neutrophil,train
10.3379,-3.6023,B-cell,B-cell,train
11.7301,-4.3942,Platelet,Platelet,train
-0.5703,-16.9909,Erythrocyte,Erythrocyte,train
16.0366,4.8518,T-cell,T-cell,train
15.5435,2.1257,B-cell,B-cell,test
13.3679,-1.8496,T-cell,T-cell,test
-9.4446,-13.1113,Dendritic,Dendritic,train
-8.6955,13.1578,Monocyte,Monocyte,test
10.4965,-4.2261,B-cell,B-cell,test
23.5048,1.9651,B-cell,B-cell,train
18.1512,-7.3206,NK,NK,train
15.8898,-4.1074,NK,NK,train
-1.1591,-16.4953,Erythrocyte,Erythrocyte,train
0.4008,-14.7099,Erythrocyte,Erythrocyte,test
12.3853,-6.0198,B-cell,B-cell,train
-15.5778,-2.5384,Neutrophil,Neutrophil,train
-4.5905,14.9314,Monocyte,Monocyte,test
17.9154,-0.8322,B-cell,B-cell,train
14.6333,3.9193,T-cell,T-cell,test
12.8381,-10.394,Platelet,Platelet,train
16.2425,-5.5827,NK,T-cell,test
-12.9979,4.4156,Neutrophil,Neutrophil,train
-8.8198,12.7574,Monocyte,Monocyte,test
11.1602,-5.8847,NK,NK,train
15.3798,-2.1327,B-cell,B-cell,train
-7.5066,10.4154,Monocyte,Monocyte,train
5.9279,-12.4359,Platelet,Platelet,test
-12.3674,-1.4473,Neutrophil,Neutrophil,train
-11.5382,-9.0291,Dendritic,Dendritic,test
-0.8715,-9.8088,Erythrocyte,Erythrocyte,test
14.3542,4.5762,T-cell,T-cell,train
14.1547,1.1708,T-cell,T-cell,train
-17.6538,-4.7391,Neutrophil,Neutrophil,test
14.1788,-9.4169,NK,T-cell,train
-8.3181,10.9525,Monocyte,T-cell,train
18.5103,3.7197,B-cell,B-cell,test
-11.5039,2.6633,Neutrophil,Neutrophil,train
-13.6531,-2.8933,Neutrophil,Neutrophil,test
10.7594,-2.3426,T-cell,T-cell,train
13.748,-2.3904,T-cell,T-cell,test
-14.744,1.079,Neutrophil,Neutrophil,train
13.57,-3.7487,B-cell,B-cell,train
15.4962,1.131,T-cell,T-cell,train
-16.5364,-1.9439,Neutrophil,Neutrophil,train
-10.6776,10.3293,Monocyte,Monocyte,train
21.8877,4.9132,B-cell,B-cell,train
-14.3629,-0.3534,Neutrophil,Neutrophil,train
21.3524,3.2943,B-cell,B-cell,test
16.4399,4.0332,T-cell,T-cell,test
-7.2776,-9.0064,Dendritic,Dendritic,train
11.7271,-2.7065,T-cell,T-cell,train
-1.4538,-15.2533,Erythrocyte,Erythrocyte,train
13.9095,2.8776,T-cell,T-cell,train
1.9302,-17.0631,Erythrocyte,Erythrocyte,test
19.0102,1.9887,B-cell,B-cell,train
-8.1834,14.7244,Monocyte,Monocyte,test
11.6256,-5.5622,T-cell,T-cell,train
-14.9585,-11.9528,Dendritic,Dendritic,train
16.5813,3.4607,T-cell,T-cell,train
14.1753,2.1999,T-cell,T-cell,test
-7.6917,12.9542,Monocyte,Monocyte,test
14.1402,0.7317,T-cell,T-cell,train
12.3419,-2.6261,T-cell,NK,train
14.5687,1.0569,B-cell,B-cell,train
11.0456,-4.2482,T-cell,T-cell,train
0.0714,-16.1858,Erythrocyte,Erythrocyte,train
-16.1126,-3.4912,Neutrophil,Neutrophil,test
-1.407,-13.12,Erythrocyte,Erythrocyte,test
-11.3746,10.2977,Monocyte,Monocyte,test
-10.7025,10.6233,Monocyte,Monocyte,train
13.722,-7.0399,NK,B-cell,train
15.3815,1.109,T-cell,T-cell,train
-0.5738,-13.55,Erythrocyte,Erythrocyte,train
-9.7925,14.5902,Monocyte,Monocyte,train
-8.5602,11.324,Monocyte,Monocyte,train
-11.3721,-2.7215,Neutrophil,Neutrophil,train
16.9051,8.3407,T-cell,T-cell,train
-2.5513,-8.7931,Erythrocyte,Erythrocyte,train
-14.1869,-0.1075,Neutrophil,Neutrophil,test
16.7974,1.5488,B-cell,T-cell,train
14.1123,-1.5248,T-cell,T-cell,test
3.5995,-17.2934,Erythrocyte,Erythrocyte,train
-12.7835,7.2827,Monocyte,Monocyte,train
-11.2919,12.4695,Monocyte,Monocyte,train
-13.424,9.9578,Monocyte,Monocyte,train
-6.6793,6.4201,Monocyte,Monocyte,train
13.2019,-1.4459,T-cell,T-cell,train
19.5746,4.471,B-cell,B-cell,test
-1.2244,-19.0125,Erythrocyte,Erythrocyte,train
14.4798,2.5141,T-cell,T-cell,train
-13.3645,0.0571,Neutrophil,Neutrophil,train
1.5967,-16.1714,Erythrocyte,Erythrocyte,train
-7.9481,12.1619,Monocyte,Monocyte,train
-15.5432,-3.229,Neutrophil,Neutrophil,train
-6.1179,15.5762,Monocyte,Monocyte,test
13.5384,-6.2851,T-cell,T-cell,train
17.9967,3.5011,T-cell,T-cell,train
11.5372,-4.4058,T-cell,T-cell,train
-11.7884,-9.272,Dendritic,Dendritic,train
-13.5246,8.6055,Monocyte,Monocyte,train
-10.7962,0.7336,Neutrophil,Neutrophil,train
-8.8442,13.7893,Monocyte,Monocyte,test
13.5885,-2.075,T-cell,T-cell,test
14.7255,-2.4321,T-cell,T-cell,train
13.3191,-1.1694,T-cell,T-cell,test
4.733,-12.429,Platelet,Platelet,train
20.8117,5.1759,B-cell,B-cell,test
-10.2426,-13.4114,Dendritic,Dendritic,train
16.7304,1.1937,T-cell,T-cell,train
12.7039,-1.8056,NK,NK,train
-11.9814,9.0489,Monocyte,Monocyte,train
16.2072,-2.0824,B-cell,B-cell,test
-12.7192,6.5512,Monocyte,Monocyte,test
18.8673,-7.2244,NK,NK,test
13.5961,-7.6003,NK,NK,test
-7.4242,9.1192,Monocyte,Monocyte,train
-0.8497,-12.9458,Erythrocyte,Erythrocyte,train
13.7476,1.445,T-cell,T-cell,test
17.1223,2.8197,T-cell,T-cell,train
-15.7184,0.5266,Neutrophil,Neutrophil,train
-10.8824,-7.2408,Dendritic,Dendritic,train
18.1281,2.6939,B-cell,B-cell,test
-10.4516,6.063,Monocyte,Monocyte,train
14.2416,-2.6675,T-cell,T-cell,test
2.5261,-15.8535,Erythrocyte,Erythrocyte,train
-11.6843,16.0558,Monocyte,Monocyte,train
-11.3137,-11.2652,Dendritic,Dendritic,train
17.2471,-0.1097,T-cell,T-cell,test
6.3718,-18.1453,Erythrocyte,Erythrocyte,train
10.3872,-5.5319,T-cell,T-cell,train
14.8261,-1.9621,B-cell,B-cell,train
7.4044,-11.8951,Platelet,Platelet,train
-13.4509,-13.8802,Dendritic,Dendritic,test
16.7821,0.8483,B-cell,B-cell,train
10.8533,-0.2401,T-cell,T-cell,train
-11.7562,-11.6358,Dendritic,Dendritic,train
12.0626,1.0964,T-cell,T-cell,train
-0.3634,-12.0546,Erythrocyte,Erythrocyte,test
14.4937,-0.2095,B-cell,T-cell,test
-5.3137,-6.3123,Dendritic,Dendritic,train
-12.4469,1.9365,Neutrophil,Neutrophil,train
13.642,1.0053,T-cell,T-cell,train
2.8681,-17.4065,Erythrocyte,Erythrocyte,train
19.6735,-5.3617,NK,NK,train
13.0746,-8.3379,Platelet,Platelet,test
18.7264,-1.9024,B-cell,B-cell,test
5.9472,-12.9583,Platelet,Platelet,train
-12.2802,3.6172,Neutrophil,Neutrophil,train
-16.6704,-2.9176,Neutrophil,Neutrophil,train
13.3114,-4.502,T-cell,T-cell,test
19.174,5.8555,T-cell,T-cell,train
-8.6762,7.0324,Monocyte,Monocyte,train
15.5288,1.6524,T-cell,T-cell,train
-10.0895,13.5464,Monocyte,Monocyte,train
1.0451,-21.603,Erythrocyte,Erythrocyte,test
-10.548,10.5885,Monocyte,Monocyte,test
-5.3081,-11.8042,Erythrocyte,Erythrocyte,train
20.2138,4.1611,B-cell,B-cell,train
16.095,-3.0523,T-cell,T-cell,train
9.3049,-11.816,Platelet,Platelet,train
19.5592,-2.7305,B-cell,B-cell,test
-10.3783,10.6013,Monocyte,Monocyte,train
-0.7636,-10.9724,Erythrocyte,Erythrocyte,train
-13.3318,-0.7781,Neutrophil,Neutrophil,test
20.5571,3.5133,B-cell,B-cell,train
-14.554,7.0152,Monocyte,Monocyte,test
11.6638,0.2076,B-cell,B-cell,train
10.4895,-3.7298,T-cell,T-cell,train
19.5369,-4.0302,NK,NK,train
16.6605,4.8691,T-cell,T-cell,train
-11.2882,8.6936,Monocyte,Monocyte,train
0.9993,-13.008,Erythrocyte,Erythrocyte,test
-17.8701,-0.5457,Neutrophil,Neutrophil,train
7.0651,-3.2139,NK,NK,test
11.5667,0.3968,T-cell,T-cell,train
17.2483,-1.6966,B-cell,B-cell,train
14.4291,8.6449,T-cell,T-cell,train
14.4413,-2.0784,B-cell,B-cell,train
-0.4122,-11.2629,Erythrocyte,Erythrocyte,train
-12.892,5.7688,Neutrophil,Neutrophil,train
-8.3587,-7.931,Dendritic,Dendritic,train
24.4035,3.857,B-cell,B-cell,train
16.3709,-6.7466,NK,T-cell,train
15.8074,7.0673,T-cell,T-cell,test
-10.06,9.3508,Monocyte,B-cell,test
0.7726,-16.8112,Erythrocyte,Erythrocyte,train
-12.6582,9.0722,Monocyte,Monocyte,train
11.8083,-6.9783,Platelet,Platelet,test
-6.8405,-8.0335,Dendritic,Dendritic,train
12.6286,-7.7943,Platelet,Platelet,test
13.9288,-0.0789,B-cell,B-cell,train
29.9505,-4.4255,NK,NK,train
17.7439,4.8827,B-cell,B-cell,test
10.7569,-1.3794,T-cell,T-cell,train
18.4187,7.0538,T-cell,T-cell,train
13.0435,5.6701,T-cell,T-cell,train
-15.7394,-1.4693,Neutrophil,Neutrophil,train
12.7362,3.5406,T-cell,T-cell,train
-12.6237,-10.4805,Dendritic,Dendritic,train
13.8617,-11.5227,Platelet,Platelet,train
-11.9824,0.3119,Neutrophil,Neutrophil,train
0.7537,-13.3205,Erythrocyte,Erythrocyte,train
17.4072,-6.5005,NK,NK,train
-9.735,-11.4483,Dendritic,Dendritic,train
23.6375,5.8081,B-cell,B-cell,train
-13.2506,1.2782,Neutrophil,Neutrophil,train
19.3743,-7.2734,NK,B-cell,train
12.953,-1.3801,T-cell,B-cell,test
-0.7096,-14.1247,Erythrocyte,Erythrocyte,train
3.0791,-13.9496,Erythrocyte,Erythrocyte,train
-10.6936,9.6969,Monocyte,Monocyte,test
16.2982,0.4405,B-cell,B-cell,train
-10.8996,-9.691,Dendritic,Dendritic,test
-9.2966,-8.5156,Dendritic,Dendritic,train
20.7702,-0.2839,B-cell,B-cell,train
-10.5472,8.524,Monocyte,Monocyte,train
14.286,-3.6117,NK,B-cell,train
23.5783,9.3872,B-cell,B-cell,test
22.3846,2.6233,B-cell,B-cell,train
-18.2478,-2.5946,Neutrophil,Neutrophil,train
4.7933,-10.8945,Platelet,Platelet,train
-10.0684,7.5246,Monocyte,Monocyte,train
-14.2078,3.6574,Monocyte,Monocyte,test
12.1834,0.8648,T-cell,B-cell,train
-11.3538,-13.1614,Dendritic,Dendritic,train
-8.2903,-11.0103,Dendritic,Dendritic,train
-5.1948,9.6036,Monocyte,Monocyte,test
17.749,-4.1971,NK,NK,test
-15.7786,-1.9564,Neutrophil,Neutrophil,train
12.1964,5.3222,T-cell,B-cell,train
-0.7475,-13.2088,Erythrocyte,Erythrocyte,test
-9.9001,6.5278,Monocyte,Monocyte,train
12.5308,-1.7866,T-cell,T-cell,test
21.299,2.3406,B-cell,B-cell,test
12.5053,-0.8202,T-cell,T-cell,train
-2.4965,-13.702,Erythrocyte,Erythrocyte,train
23.0086,5.6742,B-cell,B-cell,train
-10.1017,8.9807,Monocyte,Monocyte,train
17.7318,-4.6705,NK,NK,train
23.2412,4.995,B-cell,B-cell,train
-5.9225,-6.3345,Dendritic,Dendritic,test
-15.4376,-3.7836,Neutrophil,Neutrophil,train
-14.8841,0.3309,Neutrophil,Neutrophil,test
14.3417,-1.7888,T-cell,T-cell,train
-9.0582,7.3476,Monocyte,Monocyte,test
23.0806,4.4804,B-cell,T-cell,train
-10.9133,8.9163,Monocyte,Monocyte,train
13.7516,-7.4845,Platelet,Platelet,test
-9.59,12.9358,Monocyte,Monocyte,train
11.4309,-9.4462,Platelet,Platelet,train
-14.9376,-0.2373,Neutrophil,Neutrophil,train
11.5153,-1.2406,B-cell,B-cell,test
14.2891,-0.61,T-cell,T-cell,train
13.5174,1.0772,T-cell,T-cell,train
14.1743,6.7652,T-cell,T-cell,train
12.7342,0.0383,T-cell,T-cell,train
14.1125,-5.5732,T-cell,T-cell,train
-19.9459,-1.7577,Neutrophil,Neutrophil,train
13.0336,-2.0888,B-cell,B-cell,test
15.2284,-0.2858,B-cell,B-cell,train
3.6372,-14.2517,Platelet,Platelet,train
-18.5449,-4.736,Neutrophil,Neutrophil,train
-1.877,-13.8882,Erythrocyte,Erythrocyte,train
-16.4494,-2.6598,Neutrophil,Neutrophil,train
11.4638,0.3208,T-cell,T-cell,train
-16.3609,-1.0863,Neutrophil,Neutrophil,train
10.6152,2.5713,T-cell,T-cell,train
-13.3692,8.5856,Monocyte,Monocyte,train
-10.6965,9.4722,Monocyte,Monocyte,train
-14.646,-12.4295,Dendritic,Dendritic,train
-19.718,-2.3203,Neutrophil,Neutrophil,train
