gene,base_mean,log2fc,pvalue,padj
CDK27,15.72,-0.0213,0.6314550136182476,1.0
EGFR27,22.647,-0.36324,0.6256238400417864,1.0
FOX27,8.821,-0.70572,0.1827643537616195,1.0
GATA27,798.226,0.12974,0.35163433143673173,1.0
HIF27,450.66,0.22095,0.7993080092725395,1.0
IL27,3906.422,-0.23137,0.5730873332727988,1.0
JAK27,398.825,0.21026,0.8315512729571565,1.0
KRAS27,4.928,-0.07043,0.840146713408927,1.0
LDH27,369.287,-0.40709,0.4278705561306691,1.0
MYC27,8.999,-0.30274,0.5390468641875272,1.0
NFK27,1.84,0.05996,1.0,1.0
PTEN27,5.928,0.07281,1.0,1.0
RAS27,70.78,0.06055,0.5098800286249326,1.0
STAT27,29.307,-0.15068,1.0,1.0
TP27,34.447,0.03722,0.8493256244814402,1.0
VEGF27,7741.911,0.00293,0.9011868316010379,1.0
WNT27,11.01,0.13279,1.0,1.0
ZEB27,149.266,0.372,0.39758701460175955,1.0
ACTB28,117.354,0.23726,0.5238250965874214,1.0
BRCA28,54.749,-0.21456,0.5933446555930836,1.0
CDK28,74.906,0.0356,1.0,1.0
EGFR28,19.687,-0.13127,1.0,1.0
FOX28,32.272,-0.22794,0.9738957221988653,1.0
GATA28,703.328,0.24124,0.6882369009164646,1.0
HIF28,37.013,0.21247,0.8076624505782041,1.0
IL28,3099.106,-0.3366,0.21564800396913503,1.0
JAK28,1.964,-0.23398,0.6172466100984676,1.0
KRAS28,3.354,0.15872,1.0,1.0
LDH28,64.683,-0.12491,0.5758903449717976,1.0
MYC28,3.013,0.31049,0.658501831986379,1.0
NFK28,85.294,-0.36669,0.2766985591600062,1.0
PTEN28,132.942,-0.13771,0.4349682037232528,1.0
RAS28,13.64,-0.51985,0.48992983032728055,1.0
STAT28,2197.738,-0.17997,0.8782489749631921,1.0
TP28,5.495,-0.05031,1.0,1.0
VEGF28,0.577,-0.36856,0.44871802900942853,1.0
WNT28,12.451,-0.293,0.822954736569012,1.0
ZEB28,13.649,0.27559,1.0,1.0
ACTB29,69.332,0.52781,0.5266233488086571,1.0
BRCA29,166.497,0.11076,0.8787968016381434,1.0
CDK29,223.607,0.18435,0.7732047432407879,1.0
EGFR29,872.17,-0.16287,0.8626614432489594,1.0
FOX29,2.704,0.08015,1.0,1.0
GATA29,45.315,0.66322,0.30737017934935446,1.0
HIF29,80.247,-0.44743,0.5327171275305013,1.0
IL29,400.948,0.55634,0.2824141358953652,1.0
JAK29,1593.711,-0.43193,0.20071588212672048,1.0
KRAS29,14.978,0.30101,0.2808367223593752,1.0
LDH29,264.577,-0.10674,1.0,1.0
MYC29,25.02,-0.06387,0.6773341180109168,1.0
NFK29,180.848,-0.09314,0.7754418103643256,1.0
PTEN29,140.521,0.07655,1.0,1.0
RAS29,2991.192,-0.66067,0.09643598471437631,1.0
STAT29,203.086,-0.24333,0.47759521014708345,1.0
TP29,80.777,-0.30279,0.46308420513220744,1.0
VEGF29,84.507,0.1472,0.7576471691600193,1.0
WNT29,80.1,0.47813,0.4313408163841555,1.0
ZEB29,9.818,-0.14112,0.46546177827517815,1.0
ACTB30,178.229,0.23772,0.9483155389604766,1.0
BRCA30,26.466,-0.28219,0.5610561020549469,1.0
CDK30,12.596,3.36445,4.440053602152241e-06,0.0007400089336920401
EGFR30,71.971,-0.22412,1.0,1.0
FOX30,285.215,0.19059,1.0,1.0
GATA30,334.605,0.09045,0.8123299438195833,1.0
HIF30,75.701,0.27995,0.6026028485099002,1.0
IL30,4.131,0.2672,0.4021724866161802,1.0
JAK30,948.834,0.11785,0.3536387517642999,1.0
KRAS30,896.729,-0.06161,1.0,1.0
LDH30,137.997,-0.11683,0.6194913721443722,1.0
MYC30,32.668,0.44441,0.1912936780153659,1.0
NFK30,196.112,-0.33076,0.3074196914125816,1.0
PTEN30,486.647,-0.11853,0.3931014698399824,1.0
RAS30,50.622,0.15675,0.8708962301782219,1.0
STAT30,726.365,-0.1468,1.0,1.0
TP30,193.501,-0.24953,0.5168520770301401,1.0
VEGF30,51.79,0.33912,0.7298993974674054,1.0
WNT30,196.275,0.39812,0.41365245597699546,1.0
ZEB30,164.235,-0.15852,0.3605923277128232,1.0
ACTB31,223.327,0.04803,0.7309223162639941,1.0
BRCA31,138.459,-0.16767,1.0,1.0
CDK31,128.154,-0.16663,0.6822789320577644,1.0
EGFR31,6.726,0.28031,0.9372028286183165,1.0
FOX31,9.357,-0.09292,1.0,1.0
GATA31,142.51,-0.11525,1.0,1.0
HIF31,24.405,-0.31798,0.6546756929887274,1.0
IL31,595.3,-0.01626,1.0,1.0
JAK31,221.614,-0.26534,0.6843168716907702,1.0
KRAS31,511.111,0.06627,0.4299375326193717,1.0
LDH31,18.702,-0.26698,0.775479390672815,1.0
MYC31,627.997,-0.12301,0.6091399774049694,1.0
NFK31,211.917,0.20316,0.2761670844105368,1.0
PTEN31,682.467,0.18863,0.8428462160408964,1.0
RAS31,2036.043,-0.14952,0.6930884464068267,1.0
STAT31,13.371,-0.30856,0.32165179371383235,1.0
TP31,71.548,-0.44643,0.32402853699177037,1.0
VEGF31,46.887,-0.24971,0.756027574830909,1.0
WNT31,22.062,-0.14095,0.6518200080247871,1.0
ZEB31,69.559,-0.41698,0.3529129347594115,1.0
ACTB32,26.702,-0.27393,0.3791261459090836,1.0
BRCA32,143.867,-0.43718,0.3869973942063389,1.0
CDK32,665.401,-0.06059,1.0,1.0
EGFR32,186.039,0.12316,1.0,1.0
FOX32,155.019,0.18334,0.818149070587126,1.0
GATA32,3.926,0.02784,0.6511049878886443,1.0
HIF32,222.088,-0.26956,0.6333806505853393,1.0
IL32,1132.531,-0.19974,0.7529266021981919,1.0
JAK32,58.993,0.02262,0.9700149427979958,1.0
KRAS32,135.964,-0.63081,0.262679226784647,1.0
LDH32,26.129,-0.20236,1.0,1.0
MYC32,28.199,-0.13642,1.0,1.0
NFK32,6.879,0.0251,0.7268616184974457,1.0
PTEN32,4.222,0.14194,0.574320805967878,1.0
RAS32,699.359,-0.07123,0.44108863326744063,1.0
STAT32,0.843,-0.17752,1.0,1.0
TP32,51.809,0.33733,0.6157576653383837,1.0
VEGF32,2380.662,0.16437,1.0,1.0
WNT32,3.028,-0.02259,0.642993613022554,1.0
ZEB32,46.065,-0.44745,0.6544375960401275,1.0
ACTB33,72.489,-0.49388,0.4684401995799209,1.0
BRCA33,47.721,-0.03369,0.9854731252597877,1.0
CDK33,43.322,-0.29745,0.7335017313032783,1.0
EGFR33,136.211,0.45558,0.28088409269741677,1.0
FOX33,819.516,0.53757,0.2114869533048154,1.0
GATA33,15.859,-0.0452,1.0,1.0
HIF33,67.293,0.17144,0.8568206107719086,1.0
IL33,49.898,-0.38429,0.41323531440038835,1.0
JAK33,12.541,-0.43233,0.7392070419803967,1.0
KRAS33,6.463,-0.3131,0.9729690469743689,1.0
LDH33,9091.044,0.46018,0.16566119193759465,1.0
MYC33,89.976,-0.24064,0.9451978165656676,1.0
NFK33,206.649,-0.52252,0.228069751243534,1.0
PTEN33,187.234,0.76855,0.06662070684405479,1.0
RAS33,227.88,0.19151,0.7663848381838982,1.0
STAT33,183.98,-0.63001,0.2680630307442729,1.0
TP33,2062.499,-0.60209,0.22869294620914593,1.0
VEGF33,26.419,0.05106,1.0,1.0
WNT33,808.731,0.33901,0.5897251148976331,1.0
ZEB33,430.124,-0.00939,0.44038416917433904,1.0
ACTB34,89.446,0.21423,0.567547954792172,1.0
BRCA34,397.373,-0.71828,0.06804358063132006,1.0
CDK34,59.314,2.86439,1.2590347831622473e-06,0.0002650599543499468
EGFR34,12.215,-0.01085,1.0,1.0
FOX34,1.957,0.40408,0.8174359393879789,1.0
GATA34,137.321,0.34287,0.46428551858697553,1.0
HIF34,60.99,-0.11695,1.0,1.0
IL34,450.268,-0.56205,0.1785478669674177,1.0
JAK34,594.339,0.03876,1.0,1.0
KRAS34,8.759,-0.24248,0.6907200288315144,1.0
LDH34,36.609,-0.10086,1.0,1.0
MYC34,9.762,0.0523,0.5314025285895613,1.0
NFK34,67.129,-1.56695,0.004285373123913188,0.2905337711127585
PTEN34,18.369,-0.38177,0.5117747875776801,1.0
RAS34,62.104,-0.44615,0.4177321396655437,1.0
STAT34,14.567,0.12487,1.0,1.0
TP34,20232.536,-0.05302,1.0,1.0
VEGF34,27.373,-0.19799,0.9887099127356817,1.0
WNT34,3.965,-0.17908,0.5774820353214498,1.0
ZEB34,9.312,0.69324,0.300592763394434,1.0
ACTB35,29.041,-0.11537,0.9219755002631733,1.0
BRCA35,92.435,1.28244,0.02417604066401411,1.0
CDK35,333.814,0.06322,0.9743600931774076,1.0
EGFR35,6.266,0.12991,0.9725533593223796,1.0
FOX35,302.809,0.3726,0.6842463200036949,1.0
GATA35,0.743,-0.24182,1.0,1.0
HIF35,18.629,0.27076,0.6533583591501589,1.0
IL35,38.866,-0.03522,1.0,1.0
JAK35,407.057,-0.06399,0.42819055182346,1.0
KRAS35,7.098,-0.28437,0.6742138996346736,1.0
LDH35,27.175,-0.15262,1.0,1.0
MYC35,177.61,0.09008,1.0,1.0
NFK35,1082.385,0.22401,0.6880802832705584,1.0
PTEN35,30.33,-0.12497,0.7832341484194548,1.0
RAS35,8.116,-0.31214,0.9904674071507389,1.0
STAT35,8.46,-0.17727,0.8157727715531827,1.0
TP35,20.766,0.09716,1.0,1.0
VEGF35,16.773,-0.17109,1.0,1.0
WNT35,23.682,-0.08114,1.0,1.0
ZEB35,215.743,-0.15811,0.4201128463928866,1.0
ACTB36,4.666,-0.35078,1.0,1.0
BRCA36,368.338,0.1947,0.6719015278417841,1.0
CDK36,80.583,-0.23919,0.4253553400414505,1.0
EGFR36,126.017,-0.088,0.9346337693286358,1.0
FOX36,2.241,-0.04447,0.6723309081687908,1.0
GATA36,80.199,-0.06446,0.5617373125069913,1.0
HIF36,137.451,0.06766,0.6291721619604059,1.0
IL36,173.663,-0.06584,1.0,1.0
JAK36,329.51,-0.03075,1.0,1.0
KRAS36,22365.601,0.04112,0.537804553326959,1.0
LDH36,1222.548,-0.06373,0.6256764999724119,1.0
MYC36,373.475,0.38386,0.4555590988299483,1.0
NFK36,550.114,0.14599,0.8695169615639587,1.0
PTEN36,409.566,0.62488,0.24799960133342738,1.0
RAS36,0.59,0.07711,1.0,1.0
STAT36,56.904,-0.49145,0.17048127182129047,1.0
TP36,55.382,0.01451,0.6093702664738416,1.0
VEGF36,51.354,0.38509,0.6563947728390215,1.0
WNT36,39.92,0.56224,0.22293519003620788,1.0
ZEB36,54.33,-0.20951,0.31626050780994525,1.0
ACTB37,18.958,-0.18332,1.0,1.0
BRCA37,4.789,0.35826,0.45792979375784115,1.0
CDK37,1029.876,-0.11293,0.38567772866710126,1.0
EGFR37,213.326,-0.17996,0.9145824658184696,1.0
FOX37,8334.009,0.02479,0.45220034801661385,1.0
GATA37,23.029,-0.02053,1.0,1.0
HIF37,373.879,-0.1402,0.8123487029918661,1.0
IL37,189.696,0.20219,0.6189285719076058,1.0
JAK37,47.047,-0.23038,0.5156399723036067,1.0
KRAS37,183.976,0.084,1.0,1.0
LDH37,17.284,0.31058,0.896465674561188,1.0
MYC37,200.082,-0.04065,1.0,1.0
NFK37,7.783,-0.32773,0.8697430449145165,1.0
PTEN37,14.054,-0.33469,0.4297470782486344,1.0
RAS37,5.905,0.19528,0.5642607042914057,1.0
STAT37,1213.312,0.67681,0.1608280760858023,1.0
TP37,502.064,0.01758,0.6250705611879607,1.0
VEGF37,18616.225,-0.36043,0.17679386453300022,1.0
WNT37,99.283,-0.06319,1.0,1.0
ZEB37,37.867,-0.28456,0.8001138602261857,1.0
ACTB38,107.92,0.05181,0.44194213437047186,1.0
BRCA38,20.172,-0.12666,0.568978204483465,1.0
CDK38,30.162,-0.66363,0.2633771821410925,1.0
EGFR38,29.287,0.09548,1.0,1.0
FOX38,34.967,-0.26192,0.7651614979346855,1.0
GATA38,21966.539,-0.24062,0.6353476809949556,1.0
HIF38,430.969,0.4992,0.43017015538891973,1.0
IL38,6.985,0.22882,1.0,1.0
JAK38,126.095,0.14526,0.3325925458726514,1.0
KRAS38,831.843,-0.02882,0.6288352408817091,1.0
LDH38,2.564,-0.0735,0.8409177606885858,1.0
MYC38,6.86,0.22918,1.0,1.0
NFK38,21.826,-0.12519,0.4502664738167125,1.0
PTEN38,3.693,0.33995,0.5278182889559505,1.0
RAS38,306.864,0.35144,0.20104305368509395,1.0
STAT38,26.084,-0.34379,0.4769568876087066,1.0
TP38,21.181,-0.58397,0.32425342553624403,1.0
VEGF38,184.224,-0.4548,0.21137724974226213,1.0
WNT38,31.853,-0.11524,0.8984888887515542,1.0
ZEB38,476.045,-0.52405,0.14296732846285917,1.0
ACTB39,433.809,-0.02429,0.7131206917250036,1.0
BRCA39,157.051,-0.04496,0.5562215347989121,1.0
CDK39,1.608,0.07765,0.41302610380673394,1.0
EGFR39,185.26,-0.73197,0.22961353330812323,1.0
FOX39,6.836,0.14734,0.8930947194344891,1.0
GATA39,299.488,0.30741,0.4299069595449196,1.0
HIF39,257.144,-0.33847,0.5742251222662748,1.0
IL39,195.731,0.43395,0.33622661336888643,1.0
JAK39,195.104,-0.03988,1.0,1.0
KRAS39,0.471,2.0115,0.20785104752098343,1.0
LDH39,54.579,-0.33469,0.23077218668273639,1.0
MYC39,66.622,-0.21018,0.9404932128246097,1.0
NFK39,102.622,-0.11238,0.8840231210535473,1.0
PTEN39,13.971,-0.20516,1.0,1.0
RAS39,740.662,-0.47349,0.45144761276602313,1.0
STAT39,172.769,-0.11038,1.0,1.0
TP39,58.687,-0.23742,0.5306623349799515,1.0
VEGF39,11.398,0.41196,0.5878714667272694,1.0
WNT39,563.698,0.15568,0.3929615100526403,1.0
ZEB39,170.667,-0.1745,0.4683973191284933,1.0
ACTB40,187.173,0.45507,0.29771987031634445,1.0
BRCA40,76.126,-0.00447,1.0,1.0
CDK40,13.161,0.355,0.935538045190907,1.0
EGFR40,54.094,-2.44118,6.0850668426100726e-05,0.006241094197548792
FOX40,143.893,0.11743,1.0,1.0
GATA40,209.065,-0.10674,0.5370288238126112,1.0
HIF40,1085.772,-0.03042,1.0,1.0
IL40,54.346,0.04313,1.0,1.0
JAK40,369.873,0.17001,0.42607482671845176,1.0
KRAS40,1166.225,0.42583,0.4640068980743077,1.0
LDH40,13.853,-0.13804,0.758390367771865,1.0
MYC40,136.374,-0.18738,0.8825809840231157,1.0
NFK40,183.596,0.07473,0.6807520744702343,1.0
PTEN40,61.859,-0.49139,0.3554871115319226,1.0
RAS40,38.931,-0.19645,1.0,1.0
STAT40,11.706,0.43488,0.39195430125320085,1.0
TP40,75.53,-0.16564,1.0,1.0
VEGF40,5.866,-0.28824,1.0,1.0
WNT40,208.782,-0.16461,0.5322373547861059,1.0
ZEB40,5145.61,0.25667,0.5380265731679349,1.0
ACTB41,252.383,0.22314,0.5984504145789348,1.0
BRCA41,3090.746,-0.05029,1.0,1.0
CDK41,89.755,0.50144,0.27330742830565546,1.0
EGFR41,20.944,-0.08986,0.4788191679894949,1.0
FOX41,3986.611,-0.0534,1.0,1.0
GATA41,583.008,-0.1835,1.0,1.0
HIF41,23.733,0.14522,1.0,1.0
IL41,365.548,0.29501,0.6432970021480602,1.0
JAK41,32.512,-0.30017,0.7999322975535438,1.0
KRAS41,47.427,-0.21921,1.0,1.0
LDH41,888.401,0.29524,0.6971328944066016,1.0
MYC41,25.661,-2.52732,8.056354744898363e-05,0.00785985828770572
NFK41,143.738,0.00783,0.6589018590518729,1.0
PTEN41,48.331,0.01564,1.0,1.0
RAS41,49.936,0.28386,0.6758096558660527,1.0
STAT41,1634.788,-0.02601,1.0,1.0
TP41,2392.101,-0.52931,0.311745902379645,1.0
VEGF41,640.894,0.08675,0.6501030088061904,1.0
WNT41,187.746,0.19938,0.8317171516119669,1.0
ZEB41,82.267,0.34509,0.507265903684567,1.0
ACTB42,4161.221,-0.01292,1.0,1.0
BRCA42,64.934,-0.0165,1.0,1.0
CDK42,341.609,-0.06011,0.5820927621271293,1.0
EGFR42,4300.254,-0.04937,0.6902665551988025,1.0
FOX42,2553.64,0.24448,0.41044953649650495,1.0
GATA42,182.551,0.18557,0.3698658750612461,1.0
HIF42,68.472,-0.26674,0.3913917698263737,1.0
IL42,5.071,0.30718,1.0,1.0
JAK42,58.605,-0.23988,0.4186040164796597,1.0
KRAS42,46.85,0.39783,0.5256099035899089,1.0
LDH42,293.497,0.02331,0.8939293539117389,1.0
MYC42,24.422,0.18688,0.7294619325816147,1.0
NFK42,119.898,-0.28991,0.7345090684868966,1.0
PTEN42,143.669,-0.20569,1.0,1.0
RAS42,372.306,-0.20127,0.5878822045551093,1.0
STAT42,47.418,0.20649,0.9971397467647692,1.0
TP42,12.037,-0.11355,1.0,1.0
VEGF42,6518.046,-0.00915,1.0,1.0
WNT42,2545.456,0.03923,1.0,1.0
ZEB42,12.062,0.77947,0.28679816025756555,1.0
ACTB43,40.387,-7.2317,2.4514197983650432e-21,9.805679193460173e-18
BRCA43,136.089,0.37484,0.41619495677825286,1.0
CDK43,1351.825,-0.43878,0.48425658647331976,1.0
EGFR43,11.962,0.25014,0.721433508305318,1.0
FOX43,70.657,0.62798,0.20817545193957496,1.0
GATA43,54.458,-2.19323,0.0002916133475622352,0.024818157239339167
HIF43,345.74,-0.3272,0.6817205502668582,1.0
IL43,22.663,-0.4284,0.6070163824112785,1.0
JAK43,9.477,0.15304,0.7930871866516194,1.0
KRAS43,41.055,0.25241,0.8049624745145919,1.0
LDH43,77.091,0.66494,0.28635820333668677,1.0
MYC43,0.863,-0.01384,0.4108477358147476,1.0
NFK43,12.118,0.32645,0.4830523393739827,1.0
PTEN43,201.65,0.24995,0.7153492165072319,1.0
RAS43,1448.55,-0.09513,0.5914280737337498,1.0
STAT43,2.556,-0.35546,0.4718287141251258,1.0
TP43,12.143,0.15811,0.6129914807400976,1.0
VEGF43,710.79,-0.07745,0.3552044821178475,1.0
WNT43,217.051,0.37552,0.6531435781453995,1.0
ZEB43,8.957,0.38676,0.8530496119478971,1.0
ACTB44,606.672,0.2524,0.7295613691454591,1.0
BRCA44,9.011,0.06306,0.6668361979782017,1.0
CDK44,7.587,-0.10533,0.5888612097911778,1.0
EGFR44,10.911,0.33023,0.3106584934518684,1.0
FOX44,0.422,0.24284,1.0,1.0
GATA44,65.631,-0.17911,0.5535651101430074,1.0
HIF44,93.087,-0.32013,0.6766380470660323,1.0
IL44,154.778,0.12502,0.9054832075905885,1.0
JAK44,150.882,-0.08135,0.7199838173036431,1.0
KRAS44,0.771,0.19339,0.4553127955780057,1.0
LDH44,204.334,-0.1883,1.0,1.0
MYC44,187.709,0.01596,0.6886487551148343,1.0
NFK44,126.073,0.19729,0.6318669453766541,1.0
PTEN44,32.705,0.14631,1.0,1.0
RAS44,195.516,-0.29584,0.28293559990019906,1.0
STAT44,68.155,0.37488,0.5964338667412998,1.0
TP44,255.884,0.1736,0.6154779366981172,1.0
VEGF44,95.265,0.24103,0.7155106780547227,1.0
WNT44,5.277,-0.10622,1.0,1.0
ZEB44,5.896,-0.15411,1.0,1.0
ACTB45,16.265,1.24548,0.042170206905132325,1.0
BRCA45,589.414,0.39842,0.20671610972165977,1.0
CDK45,37.656,-0.7676,0.12318947990032983,1.0
EGFR45,193.46,-0.07108,0.6600007529236767,1.0
FOX45,164.318,-0.10573,0.3512858942040374,1.0
GATA45,170.661,0.34604,0.7143042771355854,1.0
HIF45,344.023,0.08724,0.6069914817569055,1.0
IL45,93.39,-0.27874,0.25425922824260194,1.0
JAK45,16.925,0.06916,1.0,1.0
KRAS45,14.226,-0.07601,1.0,1.0
LDH45,70.331,-0.02327,0.49081315690125316,1.0
MYC45,203.768,0.24026,0.5759231794826672,1.0
NFK45,24.458,-0.48623,0.5743922555797206,1.0
PTEN45,21.675,0.48382,0.4128711727842339,1.0
RAS45,193.442,0.32427,0.2476578163771779,1.0
STAT45,26.781,-0.16358,0.5293049239888202,1.0
TP45,1.727,0.03564,0.9830786502133299,1.0
VEGF45,1.419,-0.37163,1.0,1.0
WNT45,277.229,-0.22433,0.3160238653894696,1.0
ZEB45,39.018,0.05082,1.0,1.0
ACTB46,34.318,0.0024,0.7504960157292522,1.0
BRCA46,81.811,-0.50088,0.42166948945924065,1.0
CDK46,7.53,0.17109,1.0,1.0
EGFR46,20.045,0.16458,0.9017516390709948,1.0
FOX46,19.01,0.25859,0.679896016656766,1.0
GATA46,9866.564,0.38783,0.29329923588994644,1.0
HIF46,16.9,-0.40547,0.24934426359964443,1.0
IL46,1548.193,-0.24785,0.3675838370173001,1.0
JAK46,39.305,-0.15658,0.3322921683875613,1.0
KRAS46,1.096,0.37401,0.7635613816565641,1.0
LDH46,1.498,-0.05919,0.886564858684585,1.0
MYC46,434.82,0.11625,1.0,1.0
NFK46,50.753,-0.24511,0.6074709444502321,1.0
PTEN46,1535.309,0.28435,0.4730960218493432,1.0
RAS46,234.891,0.24953,0.5896530419457963,1.0
STAT46,7.454,0.38047,0.8568200978854705,1.0
TP46,47.164,-0.07184,1.0,1.0
VEGF46,14.729,0.44702,0.6395743061846464,1.0
WNT46,16.825,-0.40261,0.7985355879718437,1.0
ZEB46,787.469,-1.03866,0.008422431534941308,0.5347575577740512
ACTB47,40.376,0.01788,0.6043475490054376,1.0
BRCA47,1.197,0.4276,0.6449517446669935,1.0
CDK47,641.18,0.14831,1.0,1.0
EGFR47,14.073,-0.19582,0.7423006010645857,1.0
FOX47,74.112,0.06998,0.8185128507348975,1.0
GATA47,44.931,-0.07129,0.5972029039728164,1.0
HIF47,69.356,0.1625,0.8565475675128438,1.0
IL47,32.017,-0.39801,0.6299019684637459,1.0
JAK47,1371.771,-0.78533,0.05503543038875372,1.0
KRAS47,2.379,-0.24037,0.8919296387039598,1.0
LDH47,122.837,0.24936,0.575166012346123,1.0
MYC47,53.225,0.06171,0.7583665188590863,1.0
NFK47,16.425,0.16797,0.8634500729742935,1.0
PTEN47,343.883,0.41341,0.1848762668313593,1.0
RAS47,1288.289,-0.17078,1.0,1.0
STAT47,225.81,0.19878,1.0,1.0
TP47,52.157,-0.28773,0.6515258241649945,1.0
VEGF47,290.822,0.03944,1.0,1.0
WNT47,983.915,-0.14779,0.5040854757855718,1.0
ZEB47,114.098,0.22063,0.6244003802767649,1.0
ACTB48,3103.175,-0.45764,0.10553894962238916,1.0
BRCA48,166.888,-0.25072,0.5824008852528337,1.0
CDK48,1.62,-0.1817,0.7337587069019289,1.0
EGFR48,3259.123,-0.24341,0.7184085416297175,1.0
FOX48,12.137,0.31658,0.8726533726762269,1.0
GATA48,496.873,-0.15627,0.6462708195970431,1.0
HIF48,2.686,-0.34635,0.4833796008577581,1.0
IL48,2338.396,-0.06333,0.43065432174497575,1.0
JAK48,37.417,0.24232,0.34246039553252494,1.0
KRAS48,21.252,-0.38327,0.6944460705464525,1.0
LDH48,11.392,0.4041,0.808369365672728,1.0
MYC48,279.863,-0.3119,0.5330300960982317,1.0
NFK48,225.083,0.1479,1.0,1.0
PTEN48,469.95,-0.18363,0.9197344556279944,1.0
RAS48,52.6,0.86377,0.05953068293590689,1.0
STAT48,188.477,-4.05088,6.851721016076809e-13,6.851721016076808e-10
TP48,24.627,-0.43512,0.7831813709883523,1.0
VEGF48,48.307,-0.05381,0.7545068180558246,1.0
WNT48,53.76,-0.1398,0.5533294613609545,1.0
ZEB48,29.177,0.00913,0.6269432668949152,1.0
ACTB49,1.816,0.23637,1.0,1.0
BRCA49,0.652,-0.09319,0.4981805752840094,1.0
CDK49,14.052,0.07745,1.0,1.0
EGFR49,1.512,0.11039,1.0,1.0
FOX49,7992.225,0.48445,0.11147134687683626,1.0
GATA49,27.918,0.04705,0.9999041439911014,1.0
HIF49,65.132,0.08856,0.63482003888105,1.0
IL49,283.016,-0.30593,0.5903396827967455,1.0
JAK49,61.085,0.0665,1.0,1.0
KRAS49,122.173,-0.35341,0.27442225655737706,1.0
LDH49,48.914,-0.2289,0.5925928178055827,1.0
MYC49,524.455,-0.04155,1.0,1.0
NFK49,315.061,-0.21582,1.0,1.0
PTEN49,35.817,-0.19156,0.6633010453058811,1.0
RAS49,35.508,-0.17238,0.8731373265307599,1.0
STAT49,5.762,0.12317,0.43926415181517664,1.0
TP49,2698.751,0.33151,0.5845162018743184,1.0
VEGF49,12650.759,0.06307,0.8371565409671778,1.0
WNT49,421.918,-0.1477,0.47828190977161333,1.0
ZEB49,18.94,0.06723,0.930521627539721,1.0
ACTB50,307.352,-0.07715,1.0,1.0
BRCA50,24.996,-0.36969,0.3289700413064432,1.0
CDK50,19.724,0.45917,0.6998997706705739,1.0
EGFR50,1240.182,0.40929,0.5076475966225188,1.0
FOX50,223.35,-0.02185,0.7878509001450974,1.0
GATA50,143.616,-0.32536,0.5583643640119996,1.0
HIF50,9.997,0.0017,1.0,1.0
IL50,8.496,-0.10442,1.0,1.0
JAK50,30.732,0.54686,0.4419268175078238,1.0
KRAS50,82.579,-0.32581,0.3493630117993365,1.0
LDH50,12.175,0.67768,0.20947700486052587,1.0
MYC50,35.217,-0.09641,0.6129117239848451,1.0
NFK50,59.09,-0.41005,0.3347321593830343,1.0
PTEN50,4.572,-0.27565,1.0,1.0
RAS50,89.605,0.43097,0.6408358908568942,1.0
STAT50,61.059,-0.28149,0.7549141225524232,1.0
TP50,3.767,-0.24618,1.0,1.0
VEGF50,13.005,-0.03894,1.0,1.0
WNT50,242.059,-0.64936,0.13084025532238017,1.0
ZEB50,109.214,0.00265,1.0,1.0
ACTB51,26.926,0.0715,1.0,1.0
BRCA51,360.268,-0.05437,0.6751293956584598,1.0
CDK51,415.079,0.4093,0.21892551906067817,1.0
EGFR51,12.078,0.4269,0.35530239716820605,1.0
FOX51,100.178,-0.18139,0.32407611120436525,1.0
GATA51,75.827,0.24774,0.34360865627198006,1.0
HIF51,69.561,-0.14377,1.0,1.0
IL51,380.114,0.2552,0.5751475590371719,1.0
JAK51,2.868,-0.55207,0.3957235120473939,1.0
KRAS51,68.364,0.2108,0.41685385018698756,1.0
LDH51,42.193,0.10011,0.9144891820078674,1.0
MYC51,1.311,-0.18337,1.0,1.0
NFK51,624.003,-0.54604,0.210772576209506,1.0
PTEN51,17.954,0.4018,0.22289200493358163,1.0
RAS51,95.503,-0.27682,0.7066196959595239,1.0
STAT51,245.678,-0.14426,0.42398366642081486,1.0
TP51,19.381,-0.15753,1.0,1.0
VEGF51,106.921,-0.32525,0.5766675603680849,1.0
WNT51,145.61,-0.06231,1.0,1.0
ZEB51,84.573,-0.0761,1.0,1.0
ACTB52,111.306,0.30086,0.39977756454612723,1.0
BRCA52,987.871,-0.12678,0.7149910441103267,1.0
CDK52,1.112,0.12701,0.5203993717387585,1.0
EGFR52,71.321,-0.07474,1.0,1.0
FOX52,44.834,0.3335,0.3826262756664922,1.0
GATA52,36.984,0.39966,0.7951434865119623,1.0
HIF52,44.184,0.00186,0.8255540509905299,1.0
IL52,81.006,-0.22573,0.6699339968877541,1.0
JAK52,39.752,0.26138,0.9363438153372851,1.0
KRAS52,22.431,0.06887,0.9281125126695947,1.0
LDH52,2133.358,-0.55878,0.280276954784447,1.0
MYC52,201.736,0.45109,0.4153134944927146,1.0
NFK52,32.699,-0.09304,1.0,1.0
PTEN52,250.048,0.00143,0.9249931723550618,1.0
RAS52,220.854,0.17455,0.8874409520685629,1.0
STAT52,188.036,0.13859,0.3650523896152775,1.0
TP52,848.013,-0.05453,0.7986959465793936,1.0
VEGF52,21.626,-0.05725,0.5900994795397104,1.0
WNT52,98.081,0.14075,0.6655333256754506,1.0
ZEB52,0.434,-0.39789,1.0,1.0
ACTB53,57.221,0.47307,0.3056436172520425,1.0
BRCA53,25.919,0.06366,1.0,1.0
CDK53,2007.402,0.7086,0.1377448450674891,1.0
